activity_row_count,aggressive_buy_fills,aggressive_buy_qty,aggressive_sell_fills,aggressive_sell_qty,aggressive_take_threshold,annualized_sharpe,average_position,calmar_ratio,center_widening_ticks,daily_osmium_pnl_json,daily_pnl_json,daily_pnl_mean,daily_pnl_min,daily_pnl_std,daily_product_pnl_json,day_count,fill_count,filled_quantity,final_pnl,inventory_turnover,log_path,max_abs_position,max_drawdown_abs,max_drawdown_pct,near_limit_fraction,osmium_total_pnl,passive_ask_fills,passive_ask_qty,passive_bid_fills,passive_bid_qty,reservation_deviation_skew,returncode,robust_score,run_id,runtime_sec,sandbox_entry_count,sharpe_ratio,sortino_ratio,stage,status,stderr_path,stdout_path,stdout_total_profit,total_pnl
60000,477,2700,435,2608,3.5,211.0678,48.03756666666666,0.0146,5,"{""-2"": 7446.0, ""-1"": 8469.0, ""0"": 7462.0}","{""-2"": 7446.0, ""-1"": 8469.0, ""0"": 7462.0}",7792.333333333333,7446.0,478.52017256909403,"{""-2"": {""ASH_COATED_OSMIUM"": 7446.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 8469.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 7462.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1330,7326,23377,3663.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0021.log,160,1598596,2.6413,0.3923333333333333,23377.0,220,1064,198,954,0.6,0,7553.073247048786,21,5.577,30000,13.296,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0021.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0021.stdout.txt,23377,23377.0
60000,443,2554,397,2403,4,182.7421,49.116933333333336,0.0147,5,"{""-2"": 7497.0, ""-1"": 8631.0, ""0"": 7409.0}","{""-2"": 7497.0, ""-1"": 8631.0, ""0"": 7409.0}",7845.666666666667,7409.0,556.4754162484529,"{""-2"": {""ASH_COATED_OSMIUM"": 7497.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 8631.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 7409.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1262,6984,23537,3492.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0022.log,160,1598579,2.6655,0.4126,23537.0,227,1097,195,930,0.6,0,7567.42895854244,22,5.458,30000,11.5117,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0022.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0022.stdout.txt,23537,23537.0
60000,409,2374,363,2229,4.5,187.6827,48.91833333333334,0.0146,5,"{""-2"": 7339.0, ""-1"": 8539.0, ""0"": 7470.0}","{""-2"": 7339.0, ""-1"": 8539.0, ""0"": 7470.0}",7782.666666666667,7339.0,537.4757875683539,"{""-2"": {""ASH_COATED_OSMIUM"": 7339.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 8539.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 7470.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1185,6592,23348,3296.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0023.log,160,1598643,2.6655,0.40303333333333335,23348.0,221,1075,192,914,0.6,0,7513.92877288249,23,5.944,30000,11.8229,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0023.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0023.stdout.txt,23348,23348.0
60000,364,2150,329,2005,5,184.421,49.254933333333334,0.0146,5,"{""-2"": 7536.0, ""-1"": 8562.0, ""0"": 7299.0}","{""-2"": 7536.0, ""-1"": 8562.0, ""0"": 7299.0}",7799.0,7299.0,548.1295467314274,"{""-2"": {""ASH_COATED_OSMIUM"": 7536.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 8562.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 7299.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1106,6146,23397,3073.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0024.log,158,1598630,2.6549,0.4194,23397.0,220,1076,193,915,0.6,0,7524.935226634287,24,5.478,30000,11.6174,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0024.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0024.stdout.txt,23397,23397.0
60000,518,2915,475,2808,2.5,239.2913,48.1167,0.0135,6,"{""-2"": 7218.0, ""-1"": 7662.0, ""0"": 6708.0}","{""-2"": 7218.0, ""-1"": 7662.0, ""0"": 6708.0}",7196.0,6708.0,389.77942480331103,"{""-2"": {""ASH_COATED_OSMIUM"": 7218.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 7662.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 6708.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1340,7438,21588,3719.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0025.log,160,1598667,2.5174,0.39743333333333336,21588.0,184,920,163,795,0.6,0,7001.110287598344,25,5.735,30000,15.0739,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0025.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0025.stdout.txt,21588,21588.0
60000,501,2827,463,2729,3,286.458,47.99973333333333,0.0138,6,"{""-2"": 7334.0, ""-1"": 7761.0, ""0"": 6947.0}","{""-2"": 7334.0, ""-1"": 7761.0, ""0"": 6947.0}",7347.333333333333,6947.0,332.44782380932435,"{""-2"": {""ASH_COATED_OSMIUM"": 7334.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 7761.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 6947.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1312,7278,22042,3639.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0026.log,160,1598659,2.5174,0.39403333333333335,22042.0,184,919,164,803,0.6,0,7181.10942142867,26,5.503,30000,18.0452,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0026.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0026.stdout.txt,22042,22042.0
60000,481,2750,439,2623,3.5,423.1041,48.29456666666667,0.0136,6,"{""-2"": 7254.0, ""-1"": 7475.0, ""0"": 6936.0}","{""-2"": 7254.0, ""-1"": 7475.0, ""0"": 6936.0}",7221.666666666667,6936.0,221.23039775060047,"{""-2"": {""ASH_COATED_OSMIUM"": 7254.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 7475.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 6936.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1261,7076,21665,3538.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0027.log,160,1598668,2.5174,0.40846666666666664,21665.0,183,924,158,779,0.6,0,7111.051467791367,27,5.499,30000,26.6531,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0027.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0027.stdout.txt,21665,21665.0
60000,442,2557,403,2416,4,382.0607,49.9452,0.0138,6,"{""-2"": 7541.0, ""-1"": 7463.0, ""0"": 6979.0}","{""-2"": 7541.0, ""-1"": 7463.0, ""0"": 6979.0}",7327.666666666667,6979.0,248.59248223190946,"{""-2"": {""ASH_COATED_OSMIUM"": 7541.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 7463.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 6979.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1193,6694,21983,3347.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0028.log,160,1598650,2.5203,0.4167,21983.0,188,938,160,783,0.6,0,7203.370425550712,28,5.607,30000,24.0676,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0028.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0028.stdout.txt,21983,21983.0
60000,410,2385,364,2211,4.5,461.3779,49.1114,0.0138,6,"{""-2"": 7348.0, ""-1"": 7624.0, ""0"": 7118.0}","{""-2"": 7348.0, ""-1"": 7624.0, ""0"": 7118.0}",7363.333333333333,7118.0,206.85797596955797,"{""-2"": {""ASH_COATED_OSMIUM"": 7348.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 7624.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 7118.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1121,6314,22090,3157.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0029.log,160,1598635,2.5203,0.4093333333333333,22090.0,190,954,157,764,0.6,0,7259.904345348554,29,5.678,30000,29.0641,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0029.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0029.stdout.txt,22090,22090.0
60000,368,2164,323,1970,5,421.1796,49.207033333333335,0.0141,6,"{""-2"": 7242.0, ""-1"": 7809.0, ""0"": 7555.0}","{""-2"": 7242.0, ""-1"": 7809.0, ""0"": 7555.0}",7535.333333333333,7242.0,231.89413293330404,"{""-2"": {""ASH_COATED_OSMIUM"": 7242.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""-1"": {""ASH_COATED_OSMIUM"": 7809.0, ""INTARIAN_PEPPER_ROOT"": 0.0}, ""0"": {""ASH_COATED_OSMIUM"": 7555.0, ""INTARIAN_PEPPER_ROOT"": 0.0}}",3,1045,5880,22606,2940.0,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0030.log,160,1598578,2.4963,0.41133333333333333,22606.0,195,978,159,768,0.6,0,7419.386266866681,30,5.752,30000,26.5318,inf,grid,ok,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0030.stderr.txt,C:\IMC PROSPERITY 4\reports\osmium_tuning\run_logs\run_0030.stdout.txt,22606,22606.0
